,bookId,title,price,author,a_id
911,469571.All_the_Pretty_Horses,All the Pretty Horses,217.36,Cormac McCarthy,6269
912,31196.The_Razor_s_Edge,The Razor's Edge,399.76,W. Somerset Maugham,5816
913,111332.Into_the_Wild,Into the Wild,294.12,Erin Hunter,4945
914,60400.The_Ruins_of_Gorlan,The Ruins of Gorlan,231.04,John Flanagan,5261
915,24192.The_Runaway_Jury,The Runaway Jury,342.0,John Grisham (Goodreads Author),4261
916,36336078-call-me-by-your-name,Call Me By Your Name,319.2,André Aciman (Goodreads Author),4035
917,5287473-hex-hall,Hex Hall,240.92,Rachel Hawkins (Goodreads Author),5320
918,7488244-unearthly,Unearthly,245.48,Cynthia Hand (Goodreads Author),3807
919,68429.The_Well_of_Ascension,The Well of Ascension,1563.32,Brandon Sanderson (Goodreads Author),8498
920,10979.Light_in_August,Light in August,257.64,William Faulkner,5487
921,15925.The_Guardian,The Guardian,246.24,Nicholas Sparks (Goodreads Author),3158
922,28251250-white-noise,White Noise,616.36,Don DeLillo,3635
923,5664985-along-for-the-ride,Along for the Ride,152.0,Sarah Dessen (Goodreads Author),4135
924,773951.The_Story_of_Ferdinand,The Story of Ferdinand,192.28,"Munro Leaf, Robert Lawson (Illustrator)",7246
925,45195.A_Passage_to_India,A Passage to India,133.76,"E.M. Forster, Oliver Stallybrass (Editor ), Pankaj Mishra (Introduction )",8276
926,30264.Dead_Witch_Walking,Dead Witch Walking,288.8,Kim Harrison (Goodreads Author),3909
927,544891.Beastly,Beastly,398.24,Alex Flinn (Goodreads Author),4928
928,10222.The_Far_Pavilions,The Far Pavilions,409.64,M.M. Kaye,4159
929,3570231-at-grave-s-end,At Grave's End,307.8,Jeaniene Frost (Goodreads Author),7037
930,216363.The_Man_in_the_High_Castle,The Man in the High Castle,325.28,Philip K. Dick,6492
931,3463.A_Bend_in_the_Road,A Bend in the Road,246.24,Nicholas Sparks (Goodreads Author),3158
932,43483262-love-is-the-answer-god-is-the-cure,"Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love",881.6,Aimee Cabo Nikolov (Goodreads Author),6263
933,8709526-the-indigo-spell,The Indigo Spell,509.2,Richelle Mead (Goodreads Author),4419
934,19405702-walks-away-woman,Walks Away Woman,462.08,Ki Longfellow (Goodreads Author),6020
935,872333.Blue_Bloods,Blue Bloods,620.92,Melissa de la Cruz (Goodreads Author),3169
936,18243700-the-assassin-s-blade,The Assassin's Blade,529.42,Sarah J. Maas (Goodreads Author),3397
937,7494.Suzanne_s_Diary_for_Nicholas,Suzanne's Diary for Nicholas,229.52,James Patterson (Goodreads Author),5707
938,37793.A_Doll_s_House,A Doll's House,403.56,"Henrik Ibsen, T. Weber (Translator), Michael Meyer (Translator)",8514
939,47021.The_Taming_of_the_Shrew,The Taming of the Shrew,458.28,William Shakespeare,5645
940,1430.Eleven_Minutes,Eleven Minutes,358.72,"Paulo Coelho (Goodreads Author), Margaret Jull Costa (Translator)",3113
941,124509.Smilla_s_Sense_of_Snow,Smilla's Sense of Snow,252.32,"Peter Høeg, Tiina Nunnally (Translator)",7879
942,5139.The_Devil_Wears_Prada,The Devil Wears Prada,223.44,Lauren Weisberger,8410
943,102868.A_Study_in_Scarlet,A Study in Scarlet,503.88,Arthur Conan Doyle,6680
944,27774758-an-ember-in-the-ashes,An Ember in the Ashes,529.42,Sabaa Tahir (Goodreads Author),8049
945,2744.Anansi_Boys,Anansi Boys,432.44,Neil Gaiman (Goodreads Author),7764
946,22822858-a-little-life,A Little Life,1392.32,Hanya Yanagihara (Goodreads Author),8263
947,171547.Songs_of_Innocence_and_of_Experience,Songs of Innocence and of Experience,145.16,William Blake,6467
948,12985.The_Tempest,The Tempest,529.42,"William Shakespeare, Paul Werstine (Editor), David Lindley (Editor), Israel Gollancz (Preface & Glossary), Barbara A. Mowat (Editor)",8725
949,13651.The_Dispossessed,The Dispossessed,529.42,Ursula K. Le Guin,3600
950,1240662.Lover_Enshrined,Lover Enshrined,190.0,J.R. Ward (Goodreads Author),6068
951,29797.The_Pilgrim_s_Progress,The Pilgrim's Progress,529.42,John Bunyan,7283
952,242006.Running_with_Scissors,Running with Scissors,254.6,Augusten Burroughs (Goodreads Author),4141
953,7600924-forbidden,Forbidden,343.52,Tabitha Suzuma (Goodreads Author),6423
954,16220184-crossroads-and-the-himalayan-crystals,Crossroads and the Himalayan Crystals,1054.88,C. Toni Graham (Goodreads Author),5009
955,25845273-the-great-divorce,The Great Divorce,529.42,C.S. Lewis,5759
956,5359.The_Client,The Client,240.16,John Grisham (Goodreads Author),4261
957,8685612-the-iron-queen,The Iron Queen,240.16,Julie Kagawa (Goodreads Author),5640
958,38296.The_Last_of_the_Mohicans,The Last of the Mohicans,548.72,James Fenimore Cooper,8685
959,8235178-across-the-universe,Across the Universe,285.76,Beth Revis (Goodreads Author),6581
960,50.Hatchet,Hatchet,1219.04,Gary Paulsen,7261
961,13496084-point-of-retreat,Point of Retreat,529.42,Colleen Hoover (Goodreads Author),6145
962,6259.Birdsong,Birdsong: A Novel of Love and War,253.08,Sebastian Faulks,6314
963,34532.Hogfather,Hogfather,345.8,Terry Pratchett,3220
964,36590307-unblinded,Unblinded: One Man’s Courageous Journey through Darkness to Sight,1060.2,"Traci Medford-Rosow (Goodreads Author), Kevin Coughlin",3093
965,24113.G_del_Escher_Bach,"Gödel, Escher, Bach: An Eternal Golden Braid",582.92,Douglas R. Hofstadter,4922
966,943402.Let_the_Right_One_In,Let the Right One In,2592.36,John Ajvide Lindqvist,8454
967,7402393-nightshade,Nightshade,323.76,Andrea Cremer (Goodreads Author),4203
968,47212.Storm_Front,Storm Front,733.4,Jim Butcher (Goodreads Author),3489
969,1295102.Lock_and_Key,Lock and Key,246.24,Sarah Dessen (Goodreads Author),4135
970,581811.Valley_of_the_Dolls,Valley of the Dolls,399.76,Jacqueline Susann,3179
971,7937462-the-short-second-life-of-bree-tanner,The Short Second Life of Bree Tanner,260.68,Stephenie Meyer,6201
972,12557.The_Kitchen_God_s_Wife,The Kitchen God's Wife,399.76,Amy Tan (Goodreads Author),8197
973,17889664-to-live-and-die-in-fantasyland,To Live and Die in Fantasyland,529.42,Ben Peller (Goodreads Author),3012
974,27822.Eugene_Onegin,Eugene Onegin,297.16,"Alexander Pushkin, James E. Falen (Translator)",6991
975,2722413-evernight,Evernight,355.68,Claudia Gray (Goodreads Author),3298
976,7824322-between-shades-of-gray,Between Shades of Gray,304.76,Ruta Sepetys (Goodreads Author),6831
977,89724.We_Have_Always_Lived_in_the_Castle,We Have Always Lived in the Castle,1008.52,"Shirley Jackson, Jonathan Lethem (Introduction)",8903
978,43916.Magician,Magician,236.36,Raymond E. Feist,4038
979,365.Dirk_Gently_s_Holistic_Detective_Agency,Dirk Gently's Holistic Detective Agency,529.42,Douglas Adams,6002
980,5472.Animal_Farm_1984,Animal Farm / 1984,1501.76,"George Orwell, Christopher Hitchens (Introduction)",7472
981,8913370-fingersmith,Fingersmith,529.42,Sarah Waters,5798
982,53450218-the-past,The Past,529.42,Kenneth Thomas (Goodreads Author),3809
983,15760001-on-dublin-street,On Dublin Street,529.42,Samantha Young (Goodreads Author),6325
984,243705.The_Collector,The Collector,529.42,John Fowles,3819
985,2355575.Cry_Wolf,Cry Wolf,145.16,Patricia Briggs,6436
986,11557.Swan_Song,Swan Song,754.68,Robert R. McCammon,8322
987,31338.Memnoch_the_Devil,Memnoch the Devil,529.42,Anne Rice,6594
988,105992.Helter_Skelter,Helter Skelter: The True Story of the Manson Murders,769.88,"Vincent Bugliosi, Curt Gentry",7463
989,21484.The_Winds_of_War,The Winds of War,765.32,Herman Wouk,3852
990,7747064-the-iron-daughter,The Iron Daughter,359.48,Julie Kagawa (Goodreads Author),5640
991,30043.A_River_Runs_Through_it_and_Other_Stories,A River Runs Through it and Other Stories,183.16,"Norman Maclean, Annie Proulx (Foreword)",3443
992,407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales,The Stinky Cheese Man and Other Fairly Stupid Tales,300.96,"Jon Scieszka, Lane Smith (Illustrator)",4322
993,40605329-the-mysterious-benedict-society,The Mysterious Benedict Society,529.42,Trenton Lee Stewart (Goodreads Author),4263
994,40493.The_Valley_of_Horses,The Valley of Horses,402.8,Jean M. Auel,3513
995,5932.Twenty_Love_Poems_and_a_Song_of_Despair,Twenty Love Poems and a Song of Despair,823.08,"Pablo Neruda, W.S. Merwin (Translator), Cristina García (Introduction)",8117
996,13139.School_s_Out_Forever,School's Out—Forever,209.76,James Patterson (Goodreads Author),5707
997,33676.Saving_the_World_and_Other_Extreme_Sports,Saving the World and Other Extreme Sports,217.36,James Patterson (Goodreads Author),5707
998,7137775-rules-of-attraction,Rules of Attraction,326.04,Simone Elkeles (Goodreads Author),8140
999,3165162-percy-jackson-and-the-olympians,Percy Jackson and the Olympians,399.76,Rick Riordan (Goodreads Author),3190
1000,36314.Tales_of_H_P_Lovecraft,Tales of H.P. Lovecraft,380.76,"H.P. Lovecraft, Joyce Carol Oates (Editor)",6893
1001,9809.Invisible_Cities,Invisible Cities,344.28,"Italo Calvino, William Weaver (Translator)",4721
1002,22055262-a-darker-shade-of-magic,A Darker Shade of Magic,1229.68,V.E. Schwab,4302
1003,18692431-everything-everything,"Everything, Everything",399.0,"Nicola Yoon (Goodreads Author), David Yoon (Goodreads Author) (Illustrations)",6822
1004,7669.Timeline,Timeline,209.76,Michael Crichton,6087
1005,17309.This_Present_Darkness,This Present Darkness,867.16,Frank E. Peretti,8121
1006,460548.Go_Dog_Go_,"Go, Dog. Go!",240.16,P.D. Eastman,3433
1007,22896.Practical_Magic,Practical Magic,1040.44,Alice Hoffman (Goodreads Author),7606
1008,6134826-blue-moon,Blue Moon,167.2,Alyson Noel (Goodreads Author),4552
1009,8694.Life_the_Universe_and_Everything,"Life, the Universe and Everything",452.2,Douglas Adams,6002
1010,10929.For_One_More_Day,For One More Day,261.44,Mitch Albom (Goodreads Author),5860
1011,249.Tropic_of_Cancer,Tropic of Cancer,239.4,"Henry Miller, Jiří Níl (Translator)",8282
1012,17343.Till_We_Have_Faces,Till We Have Faces,529.42,C.S. Lewis,5759
1013,693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,The Absolutely True Diary of a Part-Time Indian,235.6,"Sherman Alexie, Ellen Forney (Illustrator)",4119
1014,344262.Bloodfever,Bloodfever,624.72,Karen Marie Moning (Goodreads Author),5679
1015,40490167-maus,"Maus: Un survivant raconte, tome 1: Mon père saigne l'histoire",821.56,Art Spiegelman,4043
1016,8652190-awakened,Awakened,281.96,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",6522
1017,14817.A_Scanner_Darkly,A Scanner Darkly,262.2,Philip K. Dick,6492
1018,3227063-the-way-of-shadows,The Way of Shadows,254.6,Brent Weeks (Goodreads Author),8194
1019,35743.The_Tin_Drum,The Tin Drum,254.6,"Günter Grass, Ralph Manheim (Translator)",4106
1020,9680718-half-blood,Half-Blood,372.4,Jennifer L. Armentrout (Goodreads Author),5865
1021,5174.Fall_on_Your_Knees,Fall on Your Knees,240.16,Ann-Marie MacDonald,4269
1022,13206900-winter,Winter,214.32,Marissa Meyer (Goodreads Author),6337
1023,6493208-the-immortal-life-of-henrietta-lacks,The Immortal Life of Henrietta Lacks,401.28,Rebecca Skloot (Goodreads Author),5271
1024,32822135-archer-s-voice,Archer's Voice,529.42,Mia Sheridan (Goodreads Author),6498
1025,68811.Momo,Momo,589.76,Michael Ende,7955
1026,33456.A_Dirty_Job,A Dirty Job,218.12,Christopher Moore (Goodreads Author),7368
1027,13644052-origin,Origin,428.64,Jennifer L. Armentrout (Goodreads Author),5865
1028,6642715-the-forty-rules-of-love,The Forty Rules of Love,529.42,Elif Shafak (Goodreads Author),8252
1029,12180581-switched,Switched,529.42,Amanda Hocking (Goodreads Author),3928
1030,107301.A_Town_Like_Alice,A Town Like Alice,233.32,Nevil Shute,4691
1031,153008.Kushiel_s_Dart,Kushiel's Dart,345.04,Jacqueline Carey (Goodreads Author),7760
1032,77163.Stones_from_the_River,Stones from the River,236.36,Ursula Hegi,8204
1033,25036229-una-historia-de-ayer,Una Historia de Ayer,529.42,Sergio Cobo,3269
1034,49823970-more-than-love-a-husband-s-tale,"More Than Love, A Husband's Tale",529.42,Peter B. Forster (Goodreads Author),5638
1035,32829.Journey_to_the_Center_of_the_Earth,Journey to the Center of the Earth,263.72,Jules Verne,6135
1036,28195.Inkspell,Inkspell,224.96,"Cornelia Funke (Goodreads Author), Anthea Bell (Translator)",4029
1037,991197.The_Complete_Persepolis,The Complete Persepolis,319.96,"Marjane Satrapi, Mattias Ripa (Translator, Part 1), Blake Ferris (Translator, Part 2), Anjali Singh (Translator, Parts 3 and 4)",5429
1038,53639.Zorba_the_Greek,Zorba the Greek,236.36,"Nikos Kazantzakis, Carl Wildman (Translator), Nikos Kazancakis",4415
1039,12948.The_Turn_of_the_Screw,The Turn of the Screw,136.04,Henry James,8787
1040,25494343-lady-midnight,Lady Midnight,651.32,Cassandra Clare (Goodreads Author),8310
1041,2794.The_Crying_of_Lot_49,The Crying of Lot 49,296.4,Thomas Pynchon,6220
1042,9409458-forever,Forever,529.42,Maggie Stiefvater (Goodreads Author),4951
1043,126232.Jaws,Jaws,1399.92,Peter Benchley,5252
1044,28009303-dodging-satan,"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",529.42,Kathleen Zamboni McCormick (Goodreads Author),5128
1045,9462795-starcrossed,Starcrossed,338.2,Josephine Angelini (Goodreads Author),5961
1046,3228917-outliers,Outliers: The Story of Success,352.64,Malcolm Gladwell,4294
1047,46114.The_Waves,The Waves,513.76,Virginia Woolf,4354
1048,16115612-and-the-mountains-echoed,And the Mountains Echoed,333.64,Khaled Hosseini (Goodreads Author),6629
1049,22590.Ubik,Ubik,1064.0,"Philip K. Dick, David Alabort (Translator), Manuel Espín (Translator)",8045
1050,51799.The_Decameron,The Decameron,437.0,"Giovanni Boccaccio, G.H. McWilliam (Editor/Translator/Introduction)",6174
1051,29209.The_Color_of_Water,The Color of Water: A Black Man's Tribute to His White Mother,123.12,James McBride (Goodreads Author),8808
1052,5479.Brave_New_World_Brave_New_World_Revisited,Brave New World / Brave New World Revisited,1107.32,"Aldous Huxley, Christopher Hitchens (Foreword)",4792
1053,9736930-before-i-go-to-sleep,Before I Go to Sleep,209.76,S.J. Watson (Goodreads Author),8505
1054,28407.Germinal,Germinal,231.8,"Émile Zola, Roger Pearson (Translator, Introduction)",4950
1055,9592.Mother_Night,Mother Night,518.32,Kurt Vonnegut Jr.,7435
1056,5604848-destined-for-an-early-grave,Destined for an Early Grave,209.76,Jeaniene Frost (Goodreads Author),7037
1057,18521.A_Room_of_One_s_Own,A Room of One's Own,140.6,Virginia Woolf,4354
1058,37190.The_Tale_of_Despereaux,The Tale of Despereaux,254.6,"Kate DiCamillo (Goodreads Author), Timothy Basil Ering (Illustrator)",6691
1059,3462.The_Rescue,The Rescue,254.6,Nicholas Sparks (Goodreads Author),3158
1060,7042.The_Tale_of_Genji,The Tale of Genji,1228.92,"Murasaki Shikibu, Royall Tyler (Goodreads Author) (Translator)",8484
1061,23878.Chronicle_of_a_Death_Foretold,Chronicle of a Death Foretold,220.4,"Gabriel García Márquez, Gregory Rabassa (translator)",8776
1062,44575575-pleasant-day,Pleasant Day,529.42,Vera Jane Cook (Goodreads Author),7431
1063,187020.Empire_Falls,Empire Falls,241.68,Richard Russo (Goodreads Author),5131
1064,15926.Nights_in_Rodanthe,Nights in Rodanthe,288.04,Nicholas Sparks (Goodreads Author),3158
1065,11602.Hearts_in_Atlantis,Hearts in Atlantis,275.88,Stephen King (Goodreads Author),4710
1066,16070903-fallen-too-far,Fallen Too Far,529.42,Abbi Glines (Goodreads Author),7727
1067,91661.The_Beekeeper_s_Apprentice,The Beekeeper's Apprentice,455.24,Laurie R. King (Goodreads Author),8112
1068,3698.The_Quiet_American,The Quiet American,355.68,"Graham Greene, Robert Stone (Introduction)",5549
1069,28877.Red_Dragon,Red Dragon,529.42,Thomas Harris,5402
1070,4965.Year_of_Wonders,Year of Wonders,275.88,Geraldine Brooks (Goodreads Author),3608
1071,232576.Harriet_the_Spy,Harriet the Spy,145.16,Louise Fitzhugh,4306
1072,60792.The_Accidental_Tourist,The Accidental Tourist,477.28,Anne Tyler (Goodreads Author),5082
1073,7619.The_Time_Quartet_Box_Set,The Time Quartet Box Set,2335.48,"Madeleine L'Engle, Peter Sís (Illustrator)",3532
1074,35220.The_Red_Badge_of_Courage,The Red Badge of Courage,235.6,Stephen Crane,7832
1075,29395568-exotic-neurotic,Exotic Neurotic,1073.12,Kenneth Jarrett Singleton,7028
1076,530965.The_Day_of_the_Triffids,The Day of the Triffids,632.32,John Wyndham,7205
1077,34897.The_Dragon_Reborn,The Dragon Reborn,141.36,Robert Jordan,8216
1078,269322.The_Raven_and_Other_Poems,The Raven and Other Poems,124.64,"Edgar Allan Poe, Philip Pullman (Introduction)",7682
1079,13643567-the-evolution-of-mara-dyer,The Evolution of Mara Dyer,529.42,Michelle Hodkin (Goodreads Author),6075
1080,944073.The_Blade_Itself,The Blade Itself,236.36,Joe Abercrombie,4272
1081,107291.Needful_Things,Needful Things,236.36,Stephen King (Goodreads Author),4710
1082,9067850-the-throne-of-fire,The Throne of Fire,374.68,Rick Riordan (Goodreads Author),3190
1083,59960.Batman,Batman: The Dark Knight Returns,2001.84,"Frank Miller, Klaus Janson (Illustrator), Lynn Varley (Illustrator)",4531
1084,72579.Alias_Grace,Alias Grace,247.0,Margaret Atwood (Goodreads Author),8662
1085,1162022.On_the_Jellicoe_Road,On the Jellicoe Road,592.04,Melina Marchetta (Goodreads Author),3205
1086,64222.Going_Postal,Going Postal,372.4,Terry Pratchett,3220
1087,53413.Hopscotch,Hopscotch,536.56,"Julio Cortázar, Gregory Rabassa (Translator), Zofia Chądzyńska (Translator)",4353
1088,25402194-the-choice,The Choice,529.42,Nicholas Sparks (Goodreads Author),3158
1089,14662.The_Red_and_the_Black,The Red and the Black,257.64,"Stendhal, Roger Gard (Translator)",5682
1090,162085.Pretty_Little_Liars,Pretty Little Liars,145.16,Sara Shepard (Goodreads Author),4525
1091,11594257-under-the-never-sky,Under the Never Sky,64.6,Veronica Rossi (Goodreads Author),4752
1092,40881621-the-book-of-disquiet,The Book of Disquiet: The Complete Edition,529.42,Fernando Pessoa,8381
1093,11573.The_Dead_Zone,The Dead Zone,414.96,Stephen King (Goodreads Author),4710
1094,166997.Stoner,Stoner,991.04,"John Williams, John McGahern (Contributor)",8949
1095,3579.The_Complete_Anne_of_Green_Gables_Boxed_Set,The Complete Anne of Green Gables Boxed Set,529.42,L.M. Montgomery,5188
1096,147865.Love_Rosie,"Love, Rosie",236.36,Cecelia Ahern,6574
1097,16634.The_Glass_Bead_Game,The Glass Bead Game,528.2,"Hermann Hesse, Richard Winston (Translator), Clara Winston (Translator), Theodore Ziolkowski (Foreword)",7778
1098,2985500-night-world-no-2,"Night World, No. 2",318.44,L.J. Smith (Goodreads Author),4554
1099,13103.The_Celestine_Prophecy,The Celestine Prophecy,529.42,James Redfield,5061
1100,12658.Hawaii,Hawaii,296.4,James A. Michener,8587
1101,39058.The_Gormenghast_Novels,The Gormenghast Novels,536.56,"Mervyn Peake, Anthony Burgess (Introduction), Quentin Crisp (Introduction)",6799
1102,2325825.Inkdeath,Inkdeath,209.76,"Cornelia Funke (Goodreads Author), Anthea Bell (Translator)",4029
1103,32499.The_Pelican_Brief,The Pelican Brief,1101.24,John Grisham (Goodreads Author),4261
1104,42933.Tai_Pan,Tai-Pan,529.42,James Clavell,8013
1105,25354.Bastard_Out_of_Carolina,Bastard Out of Carolina,399.76,Dorothy Allison,7981
1106,17402605-the-alchemyst,The Alchemyst,265.24,Michael Scott (Goodreads Author),6813
1107,7778981-halo,Halo,169.48,Alexandra Adornetto,6296
1108,13539044-the-silver-linings-playbook,The Silver Linings Playbook,66.88,Matthew Quick (Goodreads Author),6491
